id,Multitasking (Montasker -- Multitasker),Breadth (Specialist -- Generalist),Collaboration (Solo Creator -- Collaborator),Confidence (Self-Critical -- Self-Assured),Focus (Distractible -- Focused),Inspriation Source (Inward -- Outward),Creative Reasoning (Rational -- Intuitive),Motivation (Internal -- External),Movement (NonKinetic -- Kinetic),Organization (Controlled Chaos -- Organized),Pace (Slow -- Fast),Perfectionism (Pragmastist -- Perfectionist),Risk (Risk Averse -- Risk Loving),Stategy (Make It Happen -- Let It Happen),Tactic (Tenacious -- Reframer),Workspace (Private -- Public),Noise (Silence -- Noise/Music),Nature (Urban -- Nature),Ritual (Novetly Seeker -- Creature of Habit),Constraints (Stifle By -- Stimulated By),Creative Biorhythm,Gender,Age,Discipline
566ad312781f5ee40d842cf6,5,4,4,2,3,4,4,3,4,5,3,1,4,3,3,1,4,5,1,2, Morning ,Male,26,Architecture
566ad45020c5b5f009a7a7c3,4,4,2,2,4,3,2,1,3,2,4,3,4,3,3,2,1,3,4,3,Pre Dawn | Morning | Afternoon | Evening | After Midnight,Female,32,Art|Author|Composer|Design|Editing|Fashion|GraphicDesign|Literature|Maker|Music|Politics|Research|Sculpture|Singer|Spirituality|SpokenWord|Theater|VisualArt|Writing
566ad4a7781f5ee40d842d1b,3,4,3,4,3,5,5,3,3,4,4,2,4,3,1,2,3,4,4,2,Pre Dawn | Morning | After Midnight,Female,18,Art|Author|Design|GraphicDesign
566ad23e20c5b5f009a7a7a1,5,5,2,2,3,4,5,1,5,4,4,3,3,5,5,3,4,5,3,3, After Midnight|Pre Dawn ,Female,,Art|Agriculture|Animation|Botany|CulinaryArts|Dance|Design|Education|Entrepreneurship|GraphicDesign|Food|GreenEnergy|HumanRights|Literature|NGO/Non-Profit|Sculpture|Sustainability|SustainableDesign|VisualArt|Writing|
566ad341781f5ee40d842cfa,4,4,4,3,2,4,2,2,5,2,4,5,4,4,2,2,2,5,2,1, Morning |Pre Dawn ,,,
566ad52520c5b5f009a7a7de,4,3,2,2,5,3,2,2,3,4,2,4,1,2,2,1,2,4,4,3,Pre Dawn | Morning ,Female,42,Agriculture|Archeology|Editing|HardwareEngineering |Maker|Spirituality|Writing|Astronomy|Paleontology
566ad5c320c5b5f009a7a7f5,3,4,3,4,3,4,4,3,4,5,3,3,3,4,2,2,4,4,2,4, Morning | Evening |Pre Dawn ,Female,26,CulinaryArts|Dance|Design|Entrepreneurship|Exploration|Food|Music|Tourism|Sustainability|Writing
566ad6aa20c5b5f009a7a80d,4,2,1,1,2,2,5,5,2,5,3,4,4,4,2,1,2,5,5,3, Evening ,Female,67,Agriculture|Fashion|Maker|SmartMaterials|Tourism
566ad6d6781f5ee40d842d58,3,5,1,3,3,1,1,5,3,5,4,1,4,4,5,3,5,5,5,5, Morning | After Midnight,Female,,Art|Activism|Archeology|Architecture|Astronomy|Conservation|Design|DJ|Education|Environment|Fashion|Genetics|HumanRights|Invention|Music|Photography|Robotics|Science|Sculpture|Singer|SocialEnterprise|Spirituality|SpokenWord|Sports|Theater|Tourism|VisualArt|Writing|Zoology
566ad7d420c5b5f009a7a831,3,5,4,3,4,5,1,4,3,3,4,2,4,3,2,5,3,3,2,4, Evening | Morning | After Midnight,Female,28,Directing|Film/Television
566ad89720c5b5f009a7a83b,2,3,1,3,3,5,3,5,4,5,1,3,3,2,4,2,5,3,5,2, Morning | Afternoon ,Female,30,Design|Editing|GraphicDesign|NGO/Non-Profit|HumanRights|Healthcare|Education
566ad74520c5b5f009a7a81e,1,2,3,2,5,4,2,5,1,1,2,4,3,3,3,2,3,1,5,3, Afternoon |Pre Dawn ,Male,32,Politics|Film/Television|Food
566adce4781f5ee40d842db4,2,2,1,1,3,2,3,4,1,1,2,2,,,,,,,,,,,,
566adcdf781f5ee40d842db1,4,4,3,1,1,1,1,5,4,5,1,4,1,1,3,1,1,3,4,4, Morning |Pre Dawn ,Female,33,Art|Astronomy|Education|Food
566adcc4781f5ee40d842dab,5,5,1,5,4,3,2,2,2,4,4,5,3,4,2,1,1,3,3,2, Afternoon ,Male,44,Engineering
566adcef781f5ee40d842db9,1,4,2,3,4,5,4,5,1,4,1,3,1,1,3,2,2,1,5,4, Evening ,Female,20,Art|Dance|Editing|Food|Literature|Music|Politics|Writing
566adbc8781f5ee40d842da0,3,2,2,2,3,3,2,3,2,3,3,3,3,3,3,2,2,2,3,4, Afternoon | Evening | After Midnight,Male,25,Art|Design|VisualArt
566addd420c5b5f009a7a8a2,3,4,2,2,3,4,4,2,3,2,4,5,4,4,4,1,3,5,1,1, Evening ,Female,49,Journalism
566adddb781f5ee40d842df1,2,3,4,1,3,5,4,1,4,1,4,2,4,3,5,1,3,5,2,1, Morning | After Midnight,,,
566addf520c5b5f009a7a8aa,1,3,2,2,1,2,4,1,2,2,3,4,2,3,2,1,2,3,1,1, After Midnight| Evening ,Male,28,
566add8020c5b5f009a7a88f,4,5,2,1,2,3,2,4,3,5,4,3,3,2,4,1,4,3,3,3, Evening | After Midnight| Afternoon ,Female,21,Dance|Design|Editing|Film/Television|GraphicDesign|Journalism|Photography|Producer|Writing
566ade9d781f5ee40d842e1e,4,4,3,2,3,4,2,4,3,4,4,4,4,2,3,2,3,4,2,3, Evening | Morning ,,,
566adf7e781f5ee40d842e3a,3,4,3,1,5,1,5,4,1,2,3,4,4,2,2,1,4,3,2,1, Evening ,,,
566adf7920c5b5f009a7a8ed,1,5,1,1,3,4,1,5,1,5,4,3,1,4,4,1,3,1,4,3, Morning |Pre Dawn ,,,
566ae067781f5ee40d842e5b,3,3,1,1,3,5,5,5,,,,,,,,,,,,,,,,
566ae099781f5ee40d842e63,5,5,5,2,2,2,1,4,1,5,5,5,2,2,3,2,2,2,1,5, Morning | Afternoon | Evening ,Male,36,DJ|Entrepreneurship|GraphicDesign|Law|Invention|Music|Politics|Producer|Research|Technology|Writing|Photography
566ae17520c5b5f009a7a923,2,3,1,3,2,3,3,3,3,1,1,5,3,2,2,3,3,1,3,3, Morning | Evening ,Male,24,Art|Animation|Sports|GraphicDesign
566ae1e5781f5ee40d842e78,1,4,5,2,4,4,3,4,2,5,3,2,1,3,2,1,2,1,4,3,Pre Dawn | After Midnight| Evening ,Female,38,Author|Education|Music|Spirituality|Singer|Writing|VisualArt
566ae30c20c5b5f009a7a944,2,4,1,3,3,2,1,2,5,4,2,2,3,2,4,1,4,4,2,2, Evening ,Female,19,Art|Dance|Design|Editing|Film/Television|Literature|Producer|Theater|VisualArt
566adf31781f5ee40d842e30,5,4,2,1,5,1,4,3,5,3,5,5,5,2,5,1,4,4,5,3, Afternoon | Evening | After Midnight,Male,34,Art|Dance|Music|Physics|Spirituality
566ae504781f5ee40d842ea9,2,4,1,1,2,3,5,2,1,5,3,2,4,3,2,1,5,4,2,2, After Midnight,Female,,Art|Archeology|CulinaryArts|Fashion|Film/Television|GraphicDesign|Invention|Journalism|Literature|Photography|Paleontology|Spirituality|SpokenWord|Theater|VisualArt|Writing
566ae8b1781f5ee40d842ec4,4,5,4,3,3,1,4,3,4,5,2,4,1,3,3,1,1,5,1,2, Evening ,,,
566ae85220c5b5f009a7a972,3,3,3,5,4,5,5,5,1,1,1,1,1,5,5,5,5,3,1,1, Evening ,,,
566ae97420c5b5f009a7a995,3,4,1,2,3,3,4,1,3,4,4,3,4,4,4,1,3,5,2,2, Evening | Morning ,,,
566ae9f320c5b5f009a7a9b7,4,3,1,1,2,3,4,3,3,3,2,4,4,4,3,3,3,4,2,3, After Midnight| Morning ,,,Author|Business|Composer|Dance|DJ|Food|Fashion|GraphicDesign|Journalism|Writing
566ae91920c5b5f009a7a97e,2,5,3,1,3,4,4,3,4,4,5,5,5,4,4,5,5,5,1,1,Pre Dawn | Morning ,Female,35,Art|Author|Design|Editing|Education|Maker|Music|Photography
566aeaad781f5ee40d842f2e,2,5,1,3,3,3,4,4,4,5,1,5,2,5,,,,,,,,,,
566ae95020c5b5f009a7a989,4,5,3,1,4,3,4,1,3,3,4,5,4,5,3,1,3,5,3,3, Evening | After Midnight| Afternoon ,Male,23,Art|Acting|Chemistry|Dance|Design|Editing|Fashion|Film/Television|GraphicDesign|Music|Science|Singer|Spirituality|VisualArt|Technology
566aeac220c5b5f009a7a9da,2,2,4,3,3,4,3,4,2,5,3,3,3,4,4,2,5,4,4,3, Afternoon | Evening ,Female,50,
566aeb84781f5ee40d842f50,5,5,1,5,5,1,5,3,5,5,5,4,3,2,5,1,5,3,4,1, After Midnight| Evening ,,,
566ae8bd781f5ee40d842ec7,1,3,2,1,4,4,5,5,4,3,2,5,4,3,4,1,3,4,1,4, Evening | After Midnight|Pre Dawn ,Male,28,Film/Television|Photography
566aebf5781f5ee40d842f5d,3,3,3,2,2,4,4,4,3,5,1,4,3,3,5,4,3,3,1,3, Morning ,,,
566aea4c781f5ee40d842f17,4,5,2,3,1,5,5,4,4,3,5,5,4,4,2,1,2,5,4,3, Morning | Evening ,Male,31,Maker
566aed1120c5b5f009a7aa27,1,3,4,2,4,1,2,2,5,4,4,4,4,4,2,1,2,5,2,2, Evening ,,,
566aed1c20c5b5f009a7aa2b,3,5,4,2,3,3,4,2,3,5,5,3,5,5,4,1,3,4,2,3, Morning | Afternoon | Evening ,Male,24,
566aee9f781f5ee40d842fa3,2,5,1,1,3,1,1,1,5,5,3,5,1,4,3,1,2,3,4,1, Evening | After Midnight,Female,33,Art|Author|Dance|Design|Education|Food|Medicine|Literature|NGO/Non-Profit|OpenSource|Science|SpokenWord|SustainableDesign|VisualArt|Writing|jewelry making
566aeb5020c5b5f009a7a9f3,2,5,2,1,1,3,5,3,3,3,3,2,2,5,2,4,3,4,2,3, Morning ,Male,24,Spirituality|Music|Exploration|Sports|Longboarding
566aee0120c5b5f009a7aa50,4,2,5,4,3,3,5,4,5,2,5,5,5,4,4,5,4,5,3,3, Morning | Evening ,Male,24,Conservation|Education|Entrepreneurship|Neuroscience|Science|SocialEnterprise|Spirituality|Activism
566aea61781f5ee40d842f1e,4,4,3,2,5,3,1,3,5,5,2,4,1,3,4,2,3,4,3,4,Pre Dawn | Morning | Evening ,,,
566aef0b781f5ee40d842fb0,5,5,5,2,3,5,5,1,3,4,4,4,3,4,1,1,3,3,2,1, After Midnight,Female,21,Art|Activism
566af043781f5ee40d842fe1,1,1,2,2,3,2,3,1,5,5,2,4,2,1,3,1,2,5,2,2,Pre Dawn | Morning ,Female,46,Healthcare|HumanRights|Literature|Writing
566af0c3781f5ee40d842ff6,3,4,3,4,2,3,3,1,4,3,5,3,2,3,4,1,2,5,4,3, Morning | Evening ,Female,19,Activism|Author|Conservation|Ecology|Environment|Exploration|Education|Music|Science|Writing|Zoology|Reading
566aef3420c5b5f009a7aa65,4,2,1,1,2,1,2,1,5,2,2,5,4,4,2,1,1,5,1,5, Morning | Afternoon ,Female,27,
566af192781f5ee40d84300f,3,3,1,1,4,1,5,2,3,5,5,4,4,5,4,1,2,3,1,1, Afternoon | Morning ,,,
566ae64020c5b5f009a7a967,5,5,4,3,2,2,4,1,2,5,4,4,4,4,1,2,3,4,2,3, Afternoon | After Midnight,Female,20,Art|Acting|Animation|CulinaryArts|Design|Film/Television|GraphicDesign|Literature|Technology|VisualArt|Writing|Video Game Design
566af1c920c5b5f009a7aabf,2,1,1,5,5,1,1,1,4,4,2,3,2,5,1,1,3,2,5,1, Afternoon ,,,
566aef9920c5b5f009a7aa76,5,5,4,4,1,4,4,5,3,2,5,4,5,5,4,5,3,4,1,1, Morning ,Male,27,Activism|Design|Directing|Film/Television|HumanRights|NGO/Non-Profit|Producer|SocialEnterprise|Sustainability|VisualArt|Writing|Acting|Art|Business|Editing|Entrepreneurship
566af2e6781f5ee40d84302f,5,5,1,4,4,3,4,1,5,2,4,4,3,1,4,1,5,1,2,1, Morning | Afternoon | Evening ,,,Art|Author|CulinaryArts|Literature|Writing
566af327781f5ee40d843038,4,5,3,3,2,1,5,4,3,5,5,5,3,2,4,1,5,4,2,1, Evening | After Midnight,Female,24,Art|Agriculture|Author|Biology|Botany|CulinaryArts|Dance|Design|Environment|Exploration|Fashion|Film/Television|Food|Genetics|GraphicDesign|HumanBiology|Invention|Literature|Music|Photography|Physics|Sculpture|Singer|Spirituality|VisualArt|Writing
566af44920c5b5f009a7aafe,3,4,3,4,3,3,1,1,5,3,3,5,4,2,1,5,5,3,3,3, Morning | Afternoon |Pre Dawn ,Male,49,Writing|Author|Business|Design|Entrepreneurship|GraphicDesign|Spirituality|Martial Arts
566af3b8781f5ee40d843050,1,5,1,1,5,2,4,3,3,4,4,1,3,5,4,1,1,4,3,1, Morning ,Female,30,Architecture|Business|Design|Healthcare|Maker|Research|SustainableDesign
566af4a320c5b5f009a7ab0b,3,2,4,1,4,3,4,1,3,4,3,5,3,3,4,1,2,3,3,3, Afternoon | Evening ,Male,37,Music
566af619781f5ee40d84309c,1,4,1,2,,,,,,,,,,,,,,,,,,,,
566af5ff20c5b5f009a7ab32,5,3,4,3,1,4,5,5,4,3,5,4,5,5,4,1,5,5,5,1, After Midnight| Afternoon |Pre Dawn ,,,Art|Astronomy|Biology|Botany|VisualArt
566af61a20c5b5f009a7ab3a,3,4,3,4,2,4,5,1,1,1,2,5,3,4,1,1,4,4,3,1, Evening | Afternoon ,,,
566af693781f5ee40d8430ba,3,3,2,4,5,4,4,4,4,5,4,2,2,2,2,1,4,5,3,2, Morning ,,,
566af640781f5ee40d8430a7,4,5,3,3,2,3,4,1,3,4,3,4,4,4,5,2,4,5,2,1, After Midnight| Evening | Morning ,Female,21,Art|Activism|Agriculture|Astronomy|Author|Biology|Botany|Chemistry|Conservation|Ecology|Education|Entrepreneurship|Environment|Exploration|HumanRights|Journalism|Photography|Science|Spirituality|SpokenWord|Sustainability|Writing|VisualArt
566af5fc20c5b5f009a7ab2f,4,3,4,1,5,4,1,5,3,4,1,3,1,1,5,1,3,4,5,5, Morning | Afternoon ,Female,32,Environment|Healthcare|Science|Spirituality|Sustainability|SustainableDesign|Herbalism
566af6b0781f5ee40d8430c2,5,5,1,2,2,4,3,3,4,4,4,4,3,2,4,1,4,4,1,2, Evening ,Male,27,Art|Design|Exploration|GraphicDesign|Maker|Photography|Sculpture|Spirituality|Sports|VisualArt|Writing
566af6da781f5ee40d8430cf,3,5,2,3,3,3,4,3,3,3,5,3,4,3,3,2,3,3,3,2, Evening ,,,
566af811781f5ee40d843110,1,3,2,4,5,3,,,,,,,,,,,,,,,,,,
566af84920c5b5f009a7aba4,5,4,3,1,2,3,5,1,5,3,4,3,,,,,,,,,,,,
566af737781f5ee40d8430e8,5,5,2,3,4,3,3,4,1,5,1,1,4,5,3,1,2,4,2,1, After Midnight,Female,28,Activism|Author|Exploration|Film/Television|Fashion|Invention|HumanRights|Literature|Maker|Music|Research|Science|Spirituality|Sustainability|VisualArt|Writing
566af7af781f5ee40d8430fe,2,2,1,3,5,3,4,4,2,4,2,4,1,3,4,1,4,5,4,3, Afternoon | Evening | After Midnight,,,
566af8f920c5b5f009a7abbe,4,4,3,2,2,2,4,4,3,5,5,4,5,4,3,4,3,5,2,1, After Midnight| Morning ,Female,19,Agriculture|Botany|Conservation|Education|Exploration|HumanRights|Literature|Music|Photography|Singer|Spirituality|Writing
566af95520c5b5f009a7abc8,2,2,2,3,5,1,5,1,3,2,4,3,4,4,3,1,1,3,4,2, Morning | Afternoon ,,,
566afa8f20c5b5f009a7abe2,1,1,,,,,,,,,,,,,,,,,,,,,,
566afb4c781f5ee40d84315a,3,3,3,1,4,3,3,4,4,4,2,3,1,3,2,1,2,3,1,3, Afternoon | Evening ,,,
566afa3c781f5ee40d843147,3,5,1,2,5,3,5,3,4,5,1,3,5,5,3,3,3,4,1,3, Morning | Afternoon ,Female,30,Acting|Art|Business|CulinaryArts|Dance|Design|Education|Engineering|Entrepreneurship|Fashion|Food|GraphicDesign|Music|Research|Science|Singer|Spirituality|VisualArt|Writing
566afc60781f5ee40d843173,3,5,2,3,1,5,4,3,2,5,4,3,4,2,3,1,5,4,3,1, After Midnight| Evening |Pre Dawn ,Female,25,Conservation|Education|Environment
566afab720c5b5f009a7abe8,3,1,2,3,4,2,3,3,2,5,1,5,1,5,4,1,3,1,4,3, After Midnight| Morning ,Male,23,Music
566afcf4781f5ee40d843183,5,5,3,2,1,4,4,4,3,3,3,4,4,5,3,2,2,4,1,1, After Midnight| Evening | Morning ,,25,Activism|Agriculture|Environment|NGO/Non-Profit|Research|Sustainability
566afe6b20c5b5f009a7ac30,1,3,2,2,4,3,3,3,5,3,4,4,3,,,,,,,,,,,
566afe6a781f5ee40d84319f,2,3,4,1,3,1,4,2,2,2,5,5,4,4,3,2,3,5,3,2, Evening | Afternoon ,,,
566affb420c5b5f009a7ac5f,4,5,5,3,2,3,4,4,4,2,5,2,4,2,5,4,3,4,4,4, Evening | After Midnight| Morning ,Female,23,
566afee2781f5ee40d8431b7,4,4,4,3,3,4,5,3,5,4,4,3,3,4,4,2,3,2,2,3, Afternoon | Evening ,Female,34,Architecture|Business|CulinaryArts|Design|Entrepreneurship|Food|GraphicDesign|NGO/Non-Profit
566affdd20c5b5f009a7ac68,1,2,1,2,3,3,3,3,2,4,2,1,1,1,3,2,3,3,1,3, Evening ,Female,22,Author|Literature|Music|Singer|Writing
566afed0781f5ee40d8431b1,4,5,3,2,5,2,4,2,3,5,5,5,5,3,1,1,4,3,3,5, Evening | After Midnight,Male,29,Art|Business|Design|Music|Photography|VisualArt
566b00d3781f5ee40d843206,2,2,2,2,3,4,4,3,4,2,2,3,4,2,5,2,3,5,3,3, Morning | Afternoon ,,22,Writing
566b00ba20c5b5f009a7ac85,1,2,1,1,3,5,4,4,4,3,2,2,2,1,5,1,4,3,4,2, Evening | After Midnight,,,
566b003c781f5ee40d8431ec,4,5,5,1,3,1,5,2,2,5,4,5,5,2,1,2,5,4,3,3, After Midnight| Evening | Afternoon ,,,
566b025120c5b5f009a7acb3,2,4,2,2,5,3,3,2,3,3,4,1,2,3,3,3,3,4,3,2, Morning | Afternoon | Evening ,Female,25,Acting|Editing|Film/Television|Music|Producer|Singer|Spirituality
566b028c20c5b5f009a7acb8,1,2,1,1,4,3,5,4,1,5,1,2,1,1,2,1,3,1,5,5, Afternoon | Morning ,Female,41,Business
566b03e0781f5ee40d84325d,2,4,5,2,2,3,4,2,4,5,4,1,4,2,4,,,,,,,,,
566b0446781f5ee40d84326c,4,3,2,2,2,3,4,2,4,3,3,4,4,4,4,4,4,4,2,4, Evening | After Midnight,Male,38,Author|Business|Editing|Film/Television|Literature|Photography|Research|Writing
566b051420c5b5f009a7ad1b,2,2,5,1,4,3,,,,,,,,,,,,,,,,,,
566b0465781f5ee40d843275,2,4,4,1,2,3,4,3,3,4,3,5,4,3,5,4,2,5,1,4, Evening | After Midnight| Afternoon ,Female,20,Film/Television|HumanRights|Sports|Photography|Directing|Art|Music|VisualArt
566b03f120c5b5f009a7aced,2,5,1,1,3,3,5,4,3,4,2,1,1,5,1,1,5,5,2,1, Evening ,,,
566b04ca781f5ee40d84328a,3,3,2,2,2,4,2,4,3,3,3,4,3,2,2,2,4,2,1,4, Evening ,,23,Business
566b0675781f5ee40d8432f9,,,,,,,,,,,,,,,,,,,,,,,,
566b0527781f5ee40d8432a8,3,3,5,3,4,4,2,4,4,5,2,4,4,2,3,1,2,2,1,2, Morning ,Female,23,
566b05f320c5b5f009a7ad54,3,1,3,1,5,5,1,5,3,5,1,1,3,3,1,5,1,5,1,3, Evening ,Male,30,Film/Television
566b0510781f5ee40d84329d,1,3,3,2,3,1,4,1,4,4,1,3,4,4,2,1,3,5,1,3, Evening | Afternoon | After Midnight,Female,,
566b030d20c5b5f009a7acbd,3,5,2,4,4,1,5,1,2,2,2,5,4,3,2,4,3,2,2,1, Morning ,Female,25,Editing|Film/Television|Writing|Acting
566b05f820c5b5f009a7ad57,2,3,4,1,4,4,4,4,4,1,4,3,2,4,5,5,2,3,2,3, After Midnight|Pre Dawn ,Female,,
566b05d4781f5ee40d8432d0,2,5,5,3,5,1,4,2,5,5,1,2,2,2,4,1,1,4,4,1, Evening ,Male,46,Writing
566b0664781f5ee40d8432f2,4,4,1,3,2,5,4,2,4,4,5,5,3,4,4,1,3,1,4,3, Evening ,Female,24,Activism|Art|Author|DJ|HumanRights|Music|Web Development
566b07b120c5b5f009a7ada9,1,2,1,1,3,5,5,2,1,1,3,3,3,4,4,1,5,1,4,1, After Midnight,Male,26,
566b0734781f5ee40d84331e,3,3,2,4,2,3,3,2,4,2,3,3,2,3,4,1,3,4,3,2, Morning | Evening ,,,
566b07dd20c5b5f009a7adb9,4,5,3,2,2,4,5,5,3,4,4,4,2,1,3,1,3,3,4,3, Morning | Afternoon ,Male,25,Art|Design|Entrepreneurship|GraphicDesign|SustainableDesign
566b084720c5b5f009a7addb,3,4,5,1,3,3,4,2,5,3,4,2,,,,,,,,,,,,
566b0831781f5ee40d84335b,4,5,4,2,3,1,4,3,4,2,4,4,3,2,2,2,4,4,2,1, After Midnight| Evening ,Male,24,Art|Author|Business|CulinaryArts|Entrepreneurship|Film/Television|Food|Literature|Music|Writing
566b0747781f5ee40d843322,4,4,3,1,1,5,5,2,1,5,2,5,4,5,2,2,2,5,1,1, After Midnight| Evening ,Female,26,Research
566b06d5781f5ee40d843312,3,2,5,1,3,3,5,1,5,2,4,1,1,4,3,1,4,4,3,3, Morning | Evening ,Female,36,Music|Singer|VisualArt|Writing|Fashion|Art|Acting
566b0a8120c5b5f009a7ae1d,5,5,2,3,3,4,2,5,4,1,5,5,3,2,2,1,1,5,1,1, Afternoon | Evening ,Female,26,Art|Acting|Archeology|CulinaryArts|Design|Education|Food|Music|Photography|Research|Sculpture|Singer|Theater|VisualArt|Art History
566b0ac9781f5ee40d84339f,5,2,5,3,1,3,2,1,5,3,4,1,2,2,4,3,3,5,3,3, After Midnight|Pre Dawn | Morning ,Female,34,Theater|Music|Healthcare|Education
566b0af2781f5ee40d8433a8,4,5,5,2,4,3,4,3,5,5,4,4,4,4,4,2,3,5,2,2, Evening | After Midnight|Pre Dawn ,Female,31,Advertising
566b0b4520c5b5f009a7ae37,4,5,4,3,3,3,4,4,5,5,5,3,4,4,5,3,3,5,3,2,Pre Dawn | Morning | Afternoon | Evening ,,22,
566b082a20c5b5f009a7add1,2,4,1,2,3,2,5,3,3,4,3,4,2,4,2,4,2,4,4,5, After Midnight|Pre Dawn | Evening ,Female,22,Art|Architecture|Composer|Design|CulinaryArts|Editing|Education|Entrepreneurship|Environment|Fashion|Music|Singer|Sculpture
566b0c5520c5b5f009a7ae68,4,4,1,1,5,5,2,2,1,5,4,5,4,4,5,1,4,2,5,3, Evening | After Midnight| Afternoon | Morning |Pre Dawn ,,,
566b07c420c5b5f009a7adb1,2,3,2,2,3,2,4,3,5,2,3,3,3,4,4,1,2,5,2,4, Evening | Morning ,Male,32,DJ|Photography|VisualArt|Music|Animation|Film/Television
566b0cb7781f5ee40d8433ee,3,5,3,2,1,3,4,1,5,2,5,3,4,4,3,2,2,5,1,2, After Midnight| Evening ,,,
566b0b7720c5b5f009a7ae43,5,5,2,2,5,3,2,4,5,4,3,5,4,3,4,1,2,5,1,1, Morning ,Male,32,Agriculture|Astronomy|Botany|Biology|Ecology|Education|Entrepreneurship|GreenEnergy|Healthcare|HumanBiology|HumanRights|Maker|OpenSource|SmartMaterials|Sustainability|SustainableDesign|Tourism|
566b0e3820c5b5f009a7ae95,3,3,1,1,5,3,3,3,4,5,3,5,1,3,3,1,1,4,5,5, Evening ,,,Activism
566b0ed1781f5ee40d843415,2,3,1,1,5,1,5,5,5,2,1,5,3,3,1,1,1,1,4,5, Afternoon ,Female,24,Art
566b0ffd20c5b5f009a7aeb3,3,5,2,3,3,3,3,3,4,3,4,2,3,3,3,2,4,5,2,2, After Midnight| Evening ,,,
566b10be20c5b5f009a7aec2,4,5,5,4,3,5,5,5,2,5,3,5,1,4,5,1,3,4,3,1, Evening | After Midnight,Female,18,Art|Biology|Chemistry|Healthcare|HumanBiology|Medicine|Neuroscience|Physics|Science
566b10cb781f5ee40d843439,3,3,1,1,5,3,3,2,3,4,2,3,3,2,3,1,1,4,3,5, Morning | Afternoon | Evening ,Transgender,23,GraphicDesign
566b11a520c5b5f009a7aed9,3,5,2,3,4,3,3,3,3,4,4,2,3,3,3,3,3,3,3,3,Pre Dawn | Morning | Afternoon | Evening | After Midnight,,,
566b038620c5b5f009a7accf,3,5,2,3,2,3,5,3,5,4,1,5,3,4,4,1,5,4,4,3, Evening | After Midnight,,,
566b1185781f5ee40d84344a,5,5,2,2,3,3,3,4,2,2,2,4,2,4,3,1,2,3,4,3, Morning | Afternoon ,Female,37,Food|Invention|Maker|Photography
566b127520c5b5f009a7aefd,3,5,1,2,4,5,3,3,1,2,4,4,3,2,2,3,2,4,2,2, Afternoon ,,,
566b12f620c5b5f009a7af0b,4,4,4,1,1,4,4,2,2,1,4,4,4,3,3,2,4,4,1,1, After Midnight,Female,27,Environment
566b143b781f5ee40d8434ae,2,4,2,2,3,4,,,,,,,,,,,,,,,,,,
566b13d420c5b5f009a7af2b,3,5,3,1,4,4,2,5,3,5,2,5,3,4,4,4,1,4,2,3, Evening | Morning ,Female,21,Business|Design|Entrepreneurship|Environment|Sustainability|SustainableDesign|Architecture
566b13f520c5b5f009a7af2f,2,3,1,1,2,5,1,3,4,1,3,2,3,2,4,2,3,4,4,4, After Midnight| Evening ,,,
566b12b7781f5ee40d843473,4,5,3,2,1,4,4,4,3,1,4,1,4,4,4,1,5,4,1,2, Morning | After Midnight| Evening ,Male,22,Environment|Engineering
566b14c0781f5ee40d8434c5,3,3,2,1,3,4,4,4,3,1,1,3,4,4,5,1,5,5,4,1, Afternoon | Evening ,Female,27,Design|Editing|GraphicDesign|Photography
566b1557781f5ee40d8434e0,2,3,1,1,2,3,,,,,,,,,,,,,,,,,,
566b14b620c5b5f009a7af54,1,5,4,1,2,3,2,4,4,4,2,2,2,3,4,1,2,3,2,4, Evening ,Female,23,Healthcare|Science
566b151520c5b5f009a7af63,4,5,1,1,3,1,5,1,5,4,4,2,5,5,4,1,1,5,1,1,Pre Dawn ,,,
566b170920c5b5f009a7af99,1,4,2,2,2,4,2,3,2,4,1,1,5,2,4,2,1,3,1,4, Morning | After Midnight| Evening ,,,
566b1764781f5ee40d843515,3,5,2,1,5,4,2,2,3,5,1,4,2,2,4,1,2,2,4,3, After Midnight| Evening |Pre Dawn ,,,
566b1724781f5ee40d84350d,5,5,3,1,1,3,3,1,5,1,3,5,5,3,3,3,3,3,1,1,Pre Dawn | Morning | Afternoon | Evening | After Midnight,Male,26,Art|Acting|Dance|Design|DJ|Directing|Education|Exploration|Fashion|Film/Television|HumanRights|Literature|Maker|Music|Photography|Producer|Spirituality|SpokenWord|Technology|VisualArt|Writing
566b15c8781f5ee40d8434f5,3,2,4,2,3,3,3,2,3,5,4,4,1,3,2,1,5,3,3,2, Evening | After Midnight|Pre Dawn ,Female,25,Food|HardwareEngineering |Exploration|CulinaryArts
566b19a620c5b5f009a7afd0,4,5,2,1,4,3,5,2,5,5,4,1,5,4,5,3,3,5,3,2, Afternoon ,Male,41,Activism|Acting|Author|Education|Environment|Food|GreenEnergy|HardwareEngineering |HumanRights|Invention|Literature|Maker|Music|Photography|Physics|Politics|QuantamPhysics|Research|Robotics|Science|Singer|Spirituality|Sustainability|Technology|Theater
566b1a52781f5ee40d84355e,3,5,2,1,4,5,5,3,3,2,4,2,2,3,2,2,3,2,4,3, After Midnight| Evening ,Male,41,Physics|Business
566b0362781f5ee40d84323c,2,4,2,1,4,3,5,3,5,4,4,3,4,5,1,1,2,5,3,2, Morning | After Midnight| Afternoon ,,,
